timestamp,hour,day_of_week,is_weekend,outdoor_temperature,outdoor_humidity,occupancy,indoor_temperature,indoor_humidity,comfort_score,learning_quality,cooling_demand
2026-01-01 14:20:00,14,3,0,33.49,56.37,71,33.31,55.55,63.95,64.5,83.61
2026-01-01 14:25:00,14,3,0,34.66,46.04,62,33.92,42.86,54.5,52.93,85.53
2026-01-01 14:30:00,14,3,0,35.85,42.78,89,36.39,42.61,47.02,43.99,100.0
2026-01-01 14:35:00,14,3,0,30.73,62.2,60,30.54,57.17,76.36,75.85,65.91
2026-01-01 14:40:00,14,3,0,32.29,58.91,69,32.02,55.17,74.51,74.77,75.53
2026-01-01 14:45:00,14,3,0,30.31,59.24,97,31.14,58.16,69.95,65.43,78.64
2026-01-01 14:50:00,14,3,0,33.55,59.34,92,34.62,57.58,60.25,56.38,95.08
2026-01-01 14:55:00,14,3,0,30.59,58.68,101,32.05,58.41,68.31,63.93,88.35
2026-01-01 15:00:00,15,3,0,33.84,53.17,83,34.29,51.43,59.5,59.46,94.46
2026-01-01 15:05:00,15,3,0,35.0,51.13,96,35.89,51.39,55.86,53.77,100.0
2026-01-01 15:10:00,15,3,0,32.03,62.66,102,33.31,63.11,62.09,55.12,89.46
2026-01-01 15:15:00,15,3,0,33.29,58.18,74,33.78,55.69,62.48,61.31,84.59
2026-01-01 15:20:00,15,3,0,30.68,63.62,78,31.29,60.94,68.41,67.41,78.77
2026-01-01 15:25:00,15,3,0,34.35,51.67,67,34.36,50.04,61.34,60.81,87.21
2026-01-01 15:30:00,15,3,0,30.24,63.5,91,31.15,63.47,70.04,65.72,77.54
2026-01-01 15:35:00,15,3,0,32.37,58.83,108,33.59,60.49,63.57,55.58,96.48
2026-01-01 15:40:00,15,3,0,32.64,57.13,82,32.62,57.48,64.76,63.71,84.19
2026-01-01 15:45:00,15,3,0,35.43,44.08,110,36.79,44.01,42.8,33.91,100.0
2026-01-01 15:50:00,15,3,0,30.34,60.26,68,30.2,58.64,78.14,76.82,65.92
2026-01-01 15:55:00,15,3,0,31.51,62.73,92,31.93,60.22,68.87,67.38,82.09
2026-01-01 16:00:00,16,3,0,27.49,71.78,30,26.29,67.49,87.41,89.18,36.04
2026-01-01 16:05:00,16,3,0,29.34,65.9,28,27.97,60.93,84.63,86.61,48.02
2026-01-01 16:10:00,16,3,0,30.95,61.01,18,29.05,55.0,83.47,81.65,51.42
2026-01-01 16:15:00,16,3,0,27.95,71.88,17,26.2,66.52,83.42,82.07,35.05
2026-01-01 16:20:00,16,3,0,27.47,76.62,38,26.77,72.0,78.17,80.11,43.77
2026-01-01 16:25:00,16,3,0,27.24,75.25,38,25.81,71.16,86.3,85.02,37.35
2026-01-01 16:30:00,16,3,0,29.07,65.39,36,27.95,62.03,80.77,81.8,46.1
2026-01-01 16:35:00,16,3,0,29.72,68.18,26,28.55,61.38,80.66,80.59,46.56
2026-01-01 16:40:00,16,3,0,30.36,59.11,16,28.45,52.92,84.86,85.66,48.09
2026-01-01 16:45:00,16,3,0,31.26,63.95,29,29.45,59.69,80.53,82.47,56.24
2026-01-01 16:50:00,16,3,0,31.51,62.72,21,29.55,57.81,76.81,77.18,53.95
2026-01-01 16:55:00,16,3,0,30.42,66.58,35,29.54,62.03,78.25,80.03,56.72
2026-01-01 17:00:00,17,3,0,31.53,65.08,32,30.41,57.99,74.41,72.56,61.71
2026-01-01 17:05:00,17,3,0,31.18,59.78,39,29.64,54.85,84.11,85.6,59.26
2026-01-01 17:10:00,17,3,0,27.91,75.24,38,26.55,68.63,80.75,82.66,42.83
2026-01-01 17:15:00,17,3,0,31.4,65.71,21,29.99,57.41,76.96,77.91,52.33
2026-01-01 17:20:00,17,3,0,28.36,73.76,25,26.92,67.8,79.81,78.42,41.44
2026-01-01 17:25:00,17,3,0,31.28,65.38,25,29.4,57.77,81.53,80.39,53.98
2026-01-01 17:30:00,17,3,0,30.35,61.83,19,28.11,56.67,85.62,85.88,42.6
2026-01-01 17:35:00,17,3,0,30.01,62.11,17,28.47,56.12,86.64,88.33,49.41
2026-01-01 17:40:00,17,3,0,31.61,56.61,26,30.5,49.48,71.68,70.23,58.42
2026-01-01 17:45:00,17,3,0,29.4,68.3,16,27.38,60.73,87.75,86.84,41.75
2026-01-01 17:50:00,17,3,0,28.75,65.34,31,27.15,58.12,87.59,89.34,41.84
2026-01-01 17:55:00,17,3,0,31.17,62.74,27,29.85,55.59,78.47,79.45,57.99
2026-01-01 18:00:00,18,3,0,31.78,55.48,7,29.82,48.48,77.85,77.14,53.33
2026-01-01 18:05:00,18,3,0,30.03,69.63,9,27.48,61.76,81.83,83.62,41.79
2026-01-01 18:10:00,18,3,0,31.95,63.54,3,29.82,54.24,80.9,82.14,49.51
2026-01-01 18:15:00,18,3,0,29.33,68.38,5,27.17,60.51,87.83,89.25,34.97
2026-01-01 18:20:00,18,3,0,28.91,69.32,8,26.86,62.92,87.57,89.53,37.73
2026-01-01 18:25:00,18,3,0,30.0,68.4,9,27.64,59.62,87.14,89.0,40.13
2026-01-01 18:30:00,18,3,0,30.02,68.64,6,27.52,59.36,83.69,82.16,36.53
2026-01-01 18:35:00,18,3,0,31.43,59.3,6,29.63,52.53,77.17,75.24,50.29
2026-01-01 18:40:00,18,3,0,27.43,68.79,1,24.73,61.05,92.54,93.3,24.54
2026-01-01 18:45:00,18,3,0,29.12,71.38,5,26.81,64.31,88.14,88.4,35.49
2026-01-01 18:50:00,18,3,0,30.14,68.85,2,27.88,60.72,85.05,84.19,39.19
2026-01-01 18:55:00,18,3,0,30.06,64.72,7,27.96,55.86,88.21,88.84,43.5
2026-01-01 19:00:00,19,3,0,21.8,90.04,7,19.11,80.69,58.44,59.61,0.0
2026-01-01 19:05:00,19,3,0,21.83,88.04,9,19.98,80.06,62.27,62.81,3.41
2026-01-01 19:10:00,19,3,0,22.83,88.37,4,20.18,80.45,61.35,60.31,2.32
2026-01-01 19:15:00,19,3,0,23.01,82.08,0,20.35,72.45,64.87,63.26,3.35
2026-01-01 19:20:00,19,3,0,20.98,87.83,6,18.62,79.38,54.25,53.67,0.0
2026-01-01 19:25:00,19,3,0,20.54,95.0,3,18.58,87.34,49.48,48.89,0.0
2026-01-01 19:30:00,19,3,0,20.2,90.77,6,18.41,82.04,50.21,51.66,0.0
2026-01-01 19:35:00,19,3,0,24.81,85.44,6,22.95,79.57,69.38,69.09,14.86
2026-01-01 19:40:00,19,3,0,23.22,81.04,6,21.27,74.12,71.91,72.08,8.72
2026-01-01 19:45:00,19,3,0,20.66,95.0,9,18.88,87.21,50.4,51.27,0.0
2026-01-01 19:50:00,19,3,0,20.34,91.36,5,17.94,84.13,46.31,46.82,0.0
2026-01-01 19:55:00,19,3,0,24.96,81.05,8,22.31,73.9,75.89,75.93,11.73
2026-01-01 20:00:00,20,3,0,21.78,93.23,1,19.02,86.61,50.95,50.68,0.0
2026-01-01 20:05:00,20,3,0,20.19,94.41,6,17.66,87.38,47.63,48.74,0.0
2026-01-01 20:10:00,20,3,0,24.5,85.64,9,22.12,79.6,68.26,68.97,12.5
2026-01-01 20:15:00,20,3,0,24.65,77.74,9,22.83,68.83,77.49,77.85,15.36
2026-01-01 20:20:00,20,3,0,21.02,90.23,8,19.22,82.09,57.2,59.18,0.0
2026-01-01 20:25:00,20,3,0,24.81,82.63,7,22.89,76.35,74.97,76.74,13.76
2026-01-01 20:30:00,20,3,0,22.14,86.35,2,20.13,79.77,57.84,59.09,0.0
2026-01-01 20:35:00,20,3,0,22.44,84.33,0,19.73,74.79,63.2,62.33,0.0
2026-01-01 20:40:00,20,3,0,21.47,90.18,3,19.14,80.85,58.25,57.65,0.0
2026-01-01 20:45:00,20,3,0,24.48,84.22,10,22.28,78.03,73.23,74.0,16.08
2026-01-01 20:50:00,20,3,0,22.71,91.58,8,20.74,84.61,58.41,56.52,7.04
2026-01-01 20:55:00,20,3,0,24.3,84.48,6,21.76,78.18,65.85,65.29,11.6
2026-01-01 21:00:00,21,3,0,21.48,91.79,6,19.65,84.16,56.9,58.26,0.0
2026-01-01 21:05:00,21,3,0,21.57,93.38,10,19.66,86.32,54.87,56.65,2.7
2026-01-01 21:10:00,21,3,0,23.81,81.67,9,21.58,76.25,69.78,68.26,9.3
2026-01-01 21:15:00,21,3,0,24.07,84.11,1,21.54,75.08,67.2,68.52,7.79
2026-01-01 21:20:00,21,3,0,20.79,94.33,9,18.43,85.75,46.57,47.45,0.0
2026-01-01 21:25:00,21,3,0,20.4,90.91,9,18.08,81.84,51.89,50.15,0.0
2026-01-01 21:30:00,21,3,0,21.36,89.96,2,19.32,83.71,52.66,52.26,0.0
2026-01-01 21:35:00,21,3,0,21.65,91.46,10,19.59,83.79,54.22,53.94,2.96
2026-01-01 21:40:00,21,3,0,21.42,90.97,0,18.81,81.81,52.78,52.22,0.0
2026-01-01 21:45:00,21,3,0,22.0,93.78,2,19.33,86.22,52.03,52.86,0.0
2026-01-01 21:50:00,21,3,0,24.97,83.18,8,23.22,73.98,76.82,77.71,19.87
2026-01-01 21:55:00,21,3,0,22.59,91.79,9,20.88,84.84,61.76,62.26,5.59
2026-01-01 22:00:00,22,3,0,20.03,95.0,9,17.75,88.97,45.0,45.42,0.0
2026-01-01 22:05:00,22,3,0,23.49,80.92,3,21.28,71.23,74.83,75.61,9.9
2026-01-01 22:10:00,22,3,0,23.65,88.61,3,21.01,79.71,67.23,68.13,7.52
2026-01-01 22:15:00,22,3,0,21.35,94.35,8,18.73,87.16,50.83,51.43,0.0
2026-01-01 22:20:00,22,3,0,20.89,88.02,5,18.14,79.58,54.01,55.3,0.0
2026-01-01 22:25:00,22,3,0,23.66,84.29,0,20.92,76.04,65.32,67.31,2.08
2026-01-01 22:30:00,22,3,0,20.22,92.6,8,18.27,84.7,48.24,46.85,0.0
2026-01-01 22:35:00,22,3,0,22.41,83.15,7,20.15,77.06,60.39,61.02,2.96
2026-01-01 22:40:00,22,3,0,20.21,95.0,4,18.23,88.79,45.29,45.38,0.0
2026-01-01 22:45:00,22,3,0,20.47,91.37,10,17.84,85.47,45.72,43.97,0.0
2026-01-01 22:50:00,22,3,0,21.71,94.19,2,19.67,86.45,54.28,54.7,0.0
2026-01-01 22:55:00,22,3,0,21.23,91.91,2,19.05,84.69,55.25,55.1,0.0
2026-01-01 23:00:00,23,3,0,24.17,78.44,3,21.78,72.1,72.87,74.8,8.82
2026-01-01 23:05:00,23,3,0,22.88,83.4,0,19.93,77.0,62.63,61.19,0.7
2026-01-01 23:10:00,23,3,0,23.39,84.1,4,21.4,76.31,71.2,71.91,9.62
2026-01-01 23:15:00,23,3,0,22.65,89.21,1,20.05,81.24,59.19,57.79,0.58
2026-01-01 23:20:00,23,3,0,20.95,87.22,6,18.22,78.66,52.55,52.65,0.0
2026-01-01 23:25:00,23,3,0,24.9,80.27,3,22.76,74.34,73.52,74.67,12.83
2026-01-01 23:30:00,23,3,0,24.16,86.56,1,22.07,77.46,68.23,69.51,12.32
2026-01-01 23:35:00,23,3,0,21.69,85.3,1,19.16,78.64,56.8,56.61,0.0
2026-01-01 23:40:00,23,3,0,21.52,86.42,5,19.5,80.18,58.17,59.81,0.6
2026-01-01 23:45:00,23,3,0,20.71,95.0,9,18.56,87.53,51.07,50.29,0.0
2026-01-01 23:50:00,23,3,0,24.28,79.19,10,21.9,73.23,74.15,73.78,10.48
2026-01-01 23:55:00,23,3,0,24.23,85.61,3,21.96,78.87,69.3,71.26,13.37
2026-01-02 00:00:00,0,4,0,21.77,90.84,3,19.69,81.13,57.97,57.23,0.0
2026-01-02 00:05:00,0,4,0,21.6,85.38,3,19.08,78.06,56.04,56.96,0.0
2026-01-02 00:10:00,0,4,0,22.38,87.68,7,20.37,79.52,62.17,61.4,1.81
2026-01-02 00:15:00,0,4,0,24.61,83.43,8,22.16,74.69,73.04,71.91,11.24
2026-01-02 00:20:00,0,4,0,21.07,90.82,8,18.72,84.22,49.96,51.63,0.0
2026-01-02 00:25:00,0,4,0,20.62,88.3,5,18.51,82.53,51.99,50.77,0.0
2026-01-02 00:30:00,0,4,0,22.14,89.69,1,19.71,80.36,56.75,58.42,0.0
2026-01-02 00:35:00,0,4,0,20.64,95.0,1,18.65,86.45,48.73,49.07,0.0
2026-01-02 00:40:00,0,4,0,22.79,86.7,0,20.47,80.28,62.27,62.58,0.39
2026-01-02 00:45:00,0,4,0,21.28,90.89,9,19.17,84.31,51.55,52.5,0.0
2026-01-02 00:50:00,0,4,0,21.02,89.04,3,18.86,81.05,56.69,54.89,0.0
2026-01-02 00:55:00,0,4,0,20.03,92.41,3,18.09,85.43,45.71,47.46,0.0
2026-01-02 01:00:00,1,4,0,20.34,92.17,10,18.68,84.92,48.67,48.72,0.0
2026-01-02 01:05:00,1,4,0,23.96,84.36,5,21.25,76.62,68.15,67.93,9.01
2026-01-02 01:10:00,1,4,0,20.25,89.74,9,18.13,83.93,51.64,50.44,0.0
2026-01-02 01:15:00,1,4,0,24.14,77.95,0,21.57,70.66,71.88,71.95,6.21
2026-01-02 01:20:00,1,4,0,20.17,95.0,8,17.83,86.71,45.33,44.13,0.0
2026-01-02 01:25:00,1,4,0,21.55,91.5,1,18.72,85.18,48.84,48.42,0.0
2026-01-02 01:30:00,1,4,0,23.13,88.78,3,20.61,81.94,60.25,61.56,4.93
2026-01-02 01:35:00,1,4,0,24.07,86.12,3,21.74,80.32,65.9,64.22,6.59
2026-01-02 01:40:00,1,4,0,20.41,93.93,0,17.44,87.1,46.14,47.79,0.0
2026-01-02 01:45:00,1,4,0,20.63,94.99,5,17.83,87.62,44.59,43.97,0.0
2026-01-02 01:50:00,1,4,0,22.62,88.06,5,20.74,81.92,63.79,64.61,6.9
2026-01-02 01:55:00,1,4,0,20.65,92.3,4,18.63,83.15,54.87,53.76,0.0
2026-01-02 02:00:00,2,4,0,22.29,87.04,2,20.08,79.4,59.82,61.49,3.16
2026-01-02 02:05:00,2,4,0,23.96,84.9,8,21.3,78.79,64.16,63.87,11.44
2026-01-02 02:10:00,2,4,0,21.26,94.09,10,19.34,86.21,54.92,53.15,0.0
2026-01-02 02:15:00,2,4,0,24.23,79.42,7,22.34,72.12,73.98,72.6,14.69
2026-01-02 02:20:00,2,4,0,22.61,84.83,3,20.46,75.12,65.3,64.64,2.63
2026-01-02 02:25:00,2,4,0,23.07,87.99,9,21.03,81.55,62.64,63.66,4.89
2026-01-02 02:30:00,2,4,0,24.34,86.49,10,22.48,78.49,68.37,67.21,17.19
2026-01-02 02:35:00,2,4,0,21.48,87.49,5,18.95,80.92,55.38,54.16,0.0
2026-01-02 02:40:00,2,4,0,21.76,91.73,4,19.75,85.22,57.26,56.55,0.0
2026-01-02 02:45:00,2,4,0,21.66,88.97,1,19.45,82.86,55.02,53.04,0.0
2026-01-02 02:50:00,2,4,0,21.85,88.51,4,19.55,79.56,60.1,58.33,1.52
2026-01-02 02:55:00,2,4,0,20.03,94.91,1,17.94,87.97,46.36,45.56,0.0
2026-01-02 03:00:00,3,4,0,20.52,95.0,6,18.0,85.65,46.7,47.48,0.0
2026-01-02 03:05:00,3,4,0,22.31,83.89,4,19.63,77.85,59.48,60.6,0.07
2026-01-02 03:10:00,3,4,0,23.64,84.91,10,21.48,77.2,67.12,67.38,12.68
2026-01-02 03:15:00,3,4,0,20.04,92.28,5,17.62,83.25,48.67,50.16,0.0
2026-01-02 03:20:00,3,4,0,20.75,95.0,7,18.94,86.06,51.05,49.56,0.0
2026-01-02 03:25:00,3,4,0,24.24,85.54,1,22.03,77.39,71.89,69.97,10.86
2026-01-02 03:30:00,3,4,0,21.67,91.34,3,18.78,83.08,50.43,49.29,0.0
2026-01-02 03:35:00,3,4,0,22.2,88.63,1,19.75,79.03,57.63,58.03,0.0
2026-01-02 03:40:00,3,4,0,20.65,91.81,3,18.38,85.39,47.38,46.77,0.0
2026-01-02 03:45:00,3,4,0,21.91,84.81,5,19.27,76.92,60.0,59.35,0.0
2026-01-02 03:50:00,3,4,0,22.84,87.86,2,20.7,79.55,65.58,66.31,2.68
2026-01-02 03:55:00,3,4,0,20.72,89.5,5,18.1,82.09,48.57,46.75,0.0
2026-01-02 04:00:00,4,4,0,24.57,77.64,3,21.7,70.41,74.06,72.6,9.88
2026-01-02 04:05:00,4,4,0,21.4,86.08,1,18.52,79.65,53.5,51.56,0.0
2026-01-02 04:10:00,4,4,0,24.35,82.64,5,22.07,76.54,71.41,72.67,10.67
2026-01-02 04:15:00,4,4,0,21.16,87.03,1,18.95,79.3,56.48,56.07,0.0
2026-01-02 04:20:00,4,4,0,23.53,84.64,6,21.2,76.53,66.22,67.22,5.17
2026-01-02 04:25:00,4,4,0,23.8,85.15,8,21.8,76.56,67.49,67.1,11.11
2026-01-02 04:30:00,4,4,0,23.25,86.31,5,20.74,77.95,65.49,64.61,3.55
2026-01-02 04:35:00,4,4,0,24.95,84.64,10,23.28,75.96,76.6,74.79,18.6
2026-01-02 04:40:00,4,4,0,20.68,92.92,8,18.49,86.61,49.73,49.19,0.0
2026-01-02 04:45:00,4,4,0,23.34,83.43,9,20.71,77.3,66.89,65.74,7.84
2026-01-02 04:50:00,4,4,0,21.56,86.96,0,19.4,78.18,59.01,59.82,0.0
2026-01-02 04:55:00,4,4,0,20.31,95.0,1,17.73,87.34,43.42,43.16,0.0
2026-01-02 05:00:00,5,4,0,22.64,91.52,5,20.14,82.76,55.65,55.01,3.33
2026-01-02 05:05:00,5,4,0,20.77,93.41,7,18.06,87.33,44.08,44.09,0.0
2026-01-02 05:10:00,5,4,0,21.64,94.94,1,19.29,85.53,51.58,50.58,0.0
2026-01-02 05:15:00,5,4,0,24.36,80.75,5,21.61,75.06,71.62,72.48,8.31
2026-01-02 05:20:00,5,4,0,24.49,76.81,7,22.67,67.47,80.22,79.92,13.11
2026-01-02 05:25:00,5,4,0,23.19,87.75,3,20.42,78.15,61.46,59.91,3.8
2026-01-02 05:30:00,5,4,0,22.06,86.38,8,19.36,79.68,59.05,59.6,0.0
2026-01-02 05:35:00,5,4,0,23.53,83.96,2,21.23,76.68,68.3,69.9,6.76
2026-01-02 05:40:00,5,4,0,24.67,79.46,4,22.62,72.75,75.29,77.12,11.5
2026-01-02 05:45:00,5,4,0,23.6,82.02,7,21.67,74.52,73.67,75.05,9.56
2026-01-02 05:50:00,5,4,0,21.61,87.37,4,19.1,77.98,55.64,55.13,0.0
2026-01-02 05:55:00,5,4,0,20.1,95.0,2,17.48,88.65,44.73,45.27,0.0
2026-01-02 06:00:00,6,4,0,22.38,92.32,3,20.18,84.52,55.33,56.65,1.87
2026-01-02 06:05:00,6,4,0,23.08,88.76,0,20.56,82.22,58.59,58.52,1.1
2026-01-02 06:10:00,6,4,0,23.53,88.97,6,21.14,82.46,61.12,61.4,8.23
2026-01-02 06:15:00,6,4,0,23.52,85.64,0,20.88,76.17,66.95,67.33,3.2
2026-01-02 06:20:00,6,4,0,24.79,79.32,0,22.47,73.2,76.9,76.54,12.93
2026-01-02 06:25:00,6,4,0,23.15,82.27,10,21.4,75.49,66.82,67.84,6.67
2026-01-02 06:30:00,6,4,0,22.06,93.17,10,20.39,84.76,58.68,59.11,5.14
2026-01-02 06:35:00,6,4,0,24.97,79.02,4,22.72,71.52,78.64,78.17,14.32
2026-01-02 06:40:00,6,4,0,23.3,87.67,9,21.41,81.71,62.75,61.21,7.66
2026-01-02 06:45:00,6,4,0,20.05,91.08,3,17.91,82.25,50.7,50.16,0.0
2026-01-02 06:50:00,6,4,0,21.93,87.11,6,19.96,78.22,59.91,61.39,1.01
2026-01-02 06:55:00,6,4,0,22.66,86.18,9,20.71,79.04,61.91,61.24,4.44
2026-01-02 07:00:00,7,4,0,23.93,78.53,9,22.18,71.37,73.4,71.73,11.55
2026-01-02 07:05:00,7,4,0,23.58,85.69,2,20.66,77.05,66.53,66.49,1.99
2026-01-02 07:10:00,7,4,0,22.72,85.84,1,20.54,78.76,62.42,62.01,3.52
2026-01-02 07:15:00,7,4,0,20.93,92.12,8,18.51,84.45,49.13,47.53,0.0
2026-01-02 07:20:00,7,4,0,20.67,88.4,1,17.76,78.62,50.19,50.43,0.0
2026-01-02 07:25:00,7,4,0,24.76,84.16,7,22.32,78.46,71.06,71.22,12.64
